ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
3577.00,925.00,1.84,77346.15,16781.08,94127.23,613.60,17.15
3489.00,928.00,1.86,73587.28,15052.56,88639.83,595.45,17.07
2594.00,956.00,1.98,40676.23,13288.67,53964.90,464.61,17.91
2589.00,958.00,1.79,40519.58,6767.85,47287.43,434.91,16.80
2453.00,961.00,1.81,36374.40,5276.87,41651.27,408.17,16.64
1575.00,997.00,1.78,14900.91,2604.91,17505.82,264.62,16.80
1069.00,1041.00,1.79,5744.91,1035.75,6780.65,164.69,15.41
1111.00,1042.00,1.91,6422.59,1013.39,7435.98,172.46,15.52
725.00,1089.00,1.98,1727.76,1182.74,2910.50,107.90,14.88
612.00,1117.00,1.98,1091.10,878.13,1969.23,88.75,14.50
531.00,1141.00,1.97,787.43,653.93,1441.36,75.93,14.30
498.00,1150.00,1.84,690.09,364.70,1054.79,64.95,13.04
