ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
1427.00,934.00,1.20,12056.54,22868.09,34924.62,373.76,26.19
1331.00,936.00,1.20,10278.70,21907.91,32186.61,358.81,26.96
1015.00,957.00,1.20,4918.62,14133.52,19052.13,276.06,27.20
640.00,957.00,1.20,1222.66,14133.52,15356.17,247.84,38.73
337.00,976.00,1.20,316.01,9680.18,9996.19,199.96,59.34
270.00,985.00,1.20,202.85,8137.35,8340.20,182.65,67.65
268.00,987.00,1.10,199.85,4407.52,4607.37,135.76,50.65
219.00,1015.00,1.10,133.45,2630.81,2764.26,105.15,48.01
173.00,1024.00,1.10,83.28,2243.58,2326.86,96.48,55.77
139.00,1046.00,1.10,53.76,1539.81,1593.57,79.84,57.44
131.00,1061.00,1.10,47.75,1203.15,1250.90,70.74,54.00
96.00,1100.00,1.10,25.64,656.08,681.72,52.22,54.40
83.00,1156.00,1.10,19.17,297.63,316.80,35.60,42.89
63.00,1183.00,1.10,11.04,209.64,220.68,29.71,47.16
