ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
4367.00,991.00,3.46,115283.51,10883.79,126167.30,710.40,16.27
2865.00,1018.00,3.58,49619.23,6613.49,56232.73,474.27,16.55
2143.00,1031.00,3.51,27761.28,5127.32,32888.60,362.70,16.93
1582.00,1057.00,3.59,15039.24,3347.32,18386.56,271.19,17.14
1051.00,1079.00,3.58,5463.36,2338.31,7801.67,176.65,16.81
559.00,1144.00,3.66,880.93,976.07,1857.00,86.19,15.42
590.00,1147.00,3.70,998.10,976.65,1974.75,88.88,15.06
329.00,1240.00,3.74,301.19,357.57,658.76,51.33,15.60
314.00,1254.00,3.41,274.35,277.15,551.50,46.97,14.96
197.00,1371.00,3.55,107.99,100.87,208.86,28.90,14.67
167.00,1456.00,3.40,77.60,59.99,137.59,23.46,14.05
150.00,1471.00,3.62,62.61,55.28,117.89,21.72,14.48
89.00,1649.00,4.08,22.04,43.78,65.82,16.23,18.23
75.00,1763.00,4.19,15.65,34.94,50.60,14.23,18.97
56.00,1934.00,4.13,8.73,21.34,30.06,10.97,19.58
