ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
4742.00,896.00,1.95,135932.68,235097.12,371029.80,1218.24,25.69
4060.00,903.00,1.92,99644.39,178154.78,277799.17,1054.13,25.96
3133.00,908.00,1.95,59336.45,170719.38,230055.83,959.28,30.62
2521.00,923.00,1.75,38419.04,71943.23,110362.27,664.42,26.36
1422.00,954.00,1.84,11962.78,40545.84,52508.62,458.30,32.23
678.00,1011.00,1.73,1427.49,9479.34,10906.83,208.87,30.81
682.00,1026.00,1.89,1450.95,9793.98,11244.92,212.08,31.10
437.00,1061.00,1.87,531.38,4784.41,5315.79,145.82,33.37
383.00,1101.00,1.93,408.17,2804.85,3213.02,113.37,29.60
300.00,1151.00,1.82,250.43,954.73,1205.16,69.43,23.14
219.00,1201.00,1.91,133.45,585.58,719.04,53.63,24.49
