ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
3231.00,1042.00,4.49,63106.59,3505798.30,3568904.89,3778.31,116.94
2833.00,1042.00,3.96,48517.00,1006247.72,1054764.72,2054.03,72.50
4621.00,1049.00,4.50,129084.09,3193843.51,3322927.61,3645.78,78.90
1573.00,1089.00,4.15,14861.45,773555.57,788417.02,1775.86,112.90
1085.00,1119.00,4.10,5999.82,431929.14,437928.96,1323.52,121.98
1224.00,1146.00,4.10,8355.14,296264.13,304619.27,1103.85,90.18
694.00,1159.00,3.88,1523.60,145386.36,146909.96,766.58,110.46
402.00,1215.00,3.88,449.67,71358.18,71807.85,535.94,133.32
213.00,1260.00,3.76,126.24,31091.48,31217.72,353.37,165.90
191.00,1345.00,3.83,101.51,15162.12,15263.63,247.09,129.37
115.00,1463.00,3.91,36.80,6352.53,6389.32,159.87,139.01
140.00,1478.00,3.63,54.54,2731.47,2786.01,105.57,75.40
115.00,1497.00,3.71,36.80,2895.12,2931.92,108.29,94.17
105.00,1516.00,3.72,30.68,2560.67,2591.35,101.81,96.96
84.00,1614.00,3.79,19.63,1510.15,1529.78,78.22,93.12
55.00,1824.00,4.24,8.42,1337.10,1345.52,73.36,133.39
