ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
3804.00,1005.00,9.54,87474.57,183453.22,270927.79,1041.01,27.37
2574.00,1021.00,9.98,40051.42,73664.10,113715.51,674.43,26.20
1434.00,1046.00,9.63,12188.03,21370.81,33558.84,366.38,25.55
1023.00,1062.00,9.24,5037.43,11746.73,16784.16,259.11,25.33
495.00,1089.00,9.32,681.80,3230.71,3912.50,125.10,25.27
248.00,1102.00,9.64,171.14,1608.52,1779.66,84.37,34.02
170.00,1117.00,9.31,80.42,970.18,1050.59,64.83,38.13
87.00,1165.00,9.59,21.06,127.83,148.89,24.40,28.05
74.00,1174.00,9.45,15.24,95.98,111.22,21.09,28.50
69.00,1179.00,9.10,13.25,99.35,112.59,21.22,30.76
33.00,1264.00,9.13,3.35,5.64,9.00,6.00,18.18
