ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
77.00,1991.00,1.47,16.50,46.75,63.25,15.91,20.66
103.00,1787.00,1.50,29.52,63.85,93.37,19.33,18.76
149.00,1730.00,1.41,61.78,105.44,167.22,25.86,17.36
150.00,1657.00,1.57,62.61,76.17,138.78,23.56,15.71
226.00,1526.00,1.56,142.12,130.50,272.63,33.02,14.61
297.00,1434.00,1.59,245.45,195.45,440.90,42.00,14.14
336.00,1391.00,1.70,314.14,237.38,551.52,46.97,13.98
522.00,1313.00,1.53,759.59,546.84,1306.44,72.29,13.85
666.00,1220.00,1.63,1359.34,1014.38,2373.72,97.44,14.63
731.00,1201.00,1.80,1770.12,1432.31,3202.43,113.18,15.48
835.00,1154.00,1.76,2662.16,2318.92,4981.08,141.15,16.90
893.00,1126.00,1.97,3294.14,4909.16,8203.31,181.14,20.28
1110.00,1109.00,1.96,6406.14,5985.44,12391.59,222.64,20.06
1265.00,1082.00,1.77,9084.02,6370.26,15454.28,248.63,19.65
1713.00,1026.00,1.69,17706.75,15445.65,33152.40,364.16,21.26
