ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
2011.00,916.00,1.10,24445.26,570.82,25016.09,316.33,15.73
1085.00,936.00,1.10,5999.82,268.18,6268.00,158.34,14.59
462.00,954.00,1.20,593.92,188.64,782.56,55.95,12.11
311.00,957.00,1.10,269.13,125.68,394.81,39.74,12.78
327.00,960.00,1.10,297.54,113.17,410.71,40.53,12.40
191.00,972.00,1.10,101.51,75.18,176.69,26.59,13.92
144.00,993.00,1.00,57.70,51.84,109.53,20.93,14.54
181.00,994.00,1.10,91.16,37.32,128.48,22.67,12.52
141.00,994.00,1.00,55.32,50.41,105.73,20.57,14.59
99.00,1046.00,1.00,27.27,14.48,41.75,12.92,13.05
77.00,1049.00,1.10,16.50,9.41,25.91,10.18,13.22
80.00,1064.00,1.00,17.81,10.27,28.07,10.60,13.25
81.00,1065.00,1.10,18.26,7.03,25.28,10.06,12.42
84.00,1070.00,1.00,19.63,9.24,28.87,10.75,12.79
68.00,1074.00,1.10,12.87,6.07,18.94,8.70,12.80
80.00,1088.00,1.00,17.81,6.90,24.71,9.94,12.43
65.00,1092.00,1.00,11.76,6.49,18.25,8.54,13.14
55.00,1119.00,0.90,8.42,8.24,16.66,8.16,14.84
52.00,1151.00,1.00,7.52,3.07,10.59,6.51,12.52
