ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
6497.00,957.00,0.91,255168.19,102064.51,357232.69,1195.38,18.40
5699.00,975.00,0.89,196335.17,83483.09,279818.27,1057.96,18.56
5478.00,993.00,0.91,181403.16,64389.02,245792.18,991.55,18.10
4495.00,994.00,0.86,122140.64,70617.56,192758.20,878.08,19.53
4473.00,996.00,0.92,120947.97,61149.82,182097.79,853.46,19.08
3950.00,1028.00,0.91,94318.09,43193.29,137511.38,741.65,18.78
2913.00,1048.00,0.95,51295.79,33246.70,84542.50,581.52,19.96
2349.00,1081.00,1.00,33355.43,23435.49,56790.91,476.62,20.29
1873.00,1120.00,1.06,21199.62,16716.22,37915.84,389.44,20.79
1349.00,1214.00,0.99,10608.52,8181.84,18790.36,274.16,20.32
1109.00,1237.00,1.03,6389.72,6978.59,13368.30,231.24,20.85
1085.00,1268.00,0.96,5999.82,5839.45,11839.28,217.62,20.06
920.00,1351.00,0.87,3620.71,4159.14,7779.85,176.41,19.17
802.00,1405.00,0.84,2345.88,3428.03,5773.91,151.97,18.95
615.00,1510.00,0.95,1104.46,1755.22,2859.68,106.95,17.39
619.00,1564.00,0.91,1122.55,1532.13,2654.68,103.05,16.65
477.00,1669.00,0.87,633.11,1254.53,1887.65,86.89,18.22
302.00,1986.00,0.93,253.78,844.90,1098.68,66.29,21.95
254.00,2147.00,1.13,179.52,711.23,890.75,59.69,23.50
257.00,2158.00,0.89,183.79,925.35,1109.14,66.61,25.92
230.00,2161.00,1.12,147.20,716.87,864.07,58.79,25.56
398.00,2374.00,0.85,440.77,1081.70,1522.47,78.04,19.61
