ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
2593.00,929.00,2.60,40644.88,86373.98,127018.85,712.79,27.49
1817.00,929.00,2.50,19945.26,81167.77,101113.02,635.97,35.00
1061.00,968.00,2.50,5619.07,9515.21,15134.28,246.04,23.19
978.00,980.00,2.60,4387.27,5493.80,9881.07,198.81,20.33
1015.00,992.00,2.60,4918.62,3044.87,7963.48,178.48,17.58
426.00,1011.00,2.60,504.97,1242.40,1747.37,83.60,19.63
342.00,1025.00,2.60,325.46,659.93,985.39,62.78,18.36
240.00,1026.00,2.50,160.28,594.09,754.36,54.93,22.89
108.00,1058.00,2.60,32.46,162.24,194.69,27.91,25.84
120.00,1063.00,3.10,40.07,223.35,263.42,32.46,27.05
92.00,1063.00,2.50,23.55,124.70,148.25,24.35,26.47
