ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
3530.00,1016.00,10.09,75326.92,19162.81,94489.72,614.78,17.42
3022.00,1027.00,10.22,55206.44,11201.79,66408.23,515.40,17.05
2212.00,1036.00,8.17,29578.00,30596.62,60174.62,490.61,22.18
1777.00,1056.00,9.75,19070.64,1358.67,20429.31,285.86,16.09
868.00,1082.00,10.02,3009.93,437.42,3447.34,117.43,13.53
500.00,1102.00,9.63,695.64,156.93,852.58,58.40,11.68
258.00,1121.00,9.65,185.22,79.66,264.88,32.55,12.62
111.00,1165.00,9.79,34.28,23.28,57.56,15.17,13.67
72.00,1206.00,9.72,14.42,8.82,23.24,9.64,13.39
51.00,1258.00,9.76,7.24,2.79,10.03,6.33,12.42
