ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
3188.00,924.00,1.06,61438.05,8087.37,69525.42,527.35,16.54
3689.00,938.00,1.06,82265.57,6244.38,88509.94,595.01,16.13
1631.00,950.00,1.03,16018.89,5127.03,21145.93,290.83,17.83
1179.00,982.00,1.06,7569.97,2881.99,10451.96,204.47,17.34
1218.00,993.00,0.98,8249.48,2555.99,10805.47,207.90,17.07
586.00,1080.00,0.98,982.11,690.16,1672.26,81.79,13.96
297.00,1169.00,1.08,245.45,221.47,466.92,43.22,14.55
349.00,1200.00,0.87,338.92,230.53,569.45,47.73,13.68
246.00,1245.00,1.04,168.39,111.70,280.09,33.47,13.61
196.00,1336.00,0.96,106.89,65.51,172.41,26.26,13.40
161.00,1475.00,0.83,72.13,48.67,120.79,21.98,13.65
128.00,1479.00,0.92,45.59,34.28,79.87,17.87,13.96
117.00,1527.00,0.90,38.09,29.58,67.67,16.45,14.06
91.00,1734.00,1.07,23.04,11.16,34.20,11.70,12.85
91.00,1754.00,1.07,23.04,10.64,33.69,11.61,12.76
93.00,1829.00,0.92,24.07,11.26,35.32,11.89,12.78
62.00,1972.00,1.13,10.70,8.20,18.89,8.69,14.02
68.00,2011.00,1.09,12.87,8.09,20.96,9.16,13.47
54.00,2145.00,1.12,8.11,8.43,16.54,8.13,15.06
70.00,2147.00,0.96,13.63,9.40,23.03,9.60,13.71
69.00,2202.00,0.91,13.25,10.50,23.75,9.75,14.13
65.00,2214.00,0.75,11.76,15.37,27.12,10.42,16.02
46.00,2220.00,1.16,5.92,8.83,14.75,7.68,16.70
