ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
53.00,1702.00,1.48,7.82,18.37,26.18,10.23,19.31
73.00,1640.00,1.52,14.83,18.52,33.35,11.55,15.82
90.00,1570.00,1.68,22.54,12.12,34.66,11.77,13.08
90.00,1545.00,1.50,22.54,31.51,54.04,14.70,16.34
172.00,1379.00,1.50,82.32,85.56,167.88,25.91,15.07
187.00,1357.00,1.61,97.30,41.44,138.74,23.56,12.60
224.00,1321.00,1.69,139.62,41.34,180.96,26.90,12.01
354.00,1205.00,1.74,348.70,194.14,542.84,46.60,13.16
527.00,1132.00,1.75,774.93,636.38,1411.31,75.13,14.26
763.00,1071.00,1.75,2012.30,1910.11,3922.41,125.26,16.42
1089.00,1029.00,1.79,6064.20,4883.66,10947.85,209.26,19.22
1458.00,982.00,1.77,12640.92,12302.49,24943.42,315.87,21.66
