ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
6076.00,1007.00,14.86,223170.26,11110036.06,11333206.32,6732.97,110.81
4892.00,1029.00,15.30,144668.40,3255962.29,3400630.69,3688.16,75.39
4045.00,1045.00,15.02,98909.46,999218.78,1098128.25,2095.83,51.81
1944.00,1073.00,15.43,22841.61,224275.89,247117.49,994.22,51.14
684.00,1120.00,15.23,1462.82,13706.63,15169.44,246.33,36.01
774.00,1122.00,15.52,2102.04,14497.64,16599.68,257.68,33.29
688.00,1124.00,16.21,1486.84,19055.99,20542.83,286.66,41.67
357.00,1147.00,16.28,354.63,5871.22,6225.85,157.81,44.20
369.00,1148.00,16.94,378.88,8052.82,8431.70,183.65,49.77
180.00,1161.00,15.72,90.16,2084.77,2174.93,93.27,51.82
232.00,1164.00,16.25,149.77,2416.37,2566.14,101.31,43.67
51.00,1202.00,16.33,7.24,395.11,402.35,40.12,78.66
40.00,1211.00,16.15,4.62,233.17,237.79,30.84,77.10
43.00,1212.00,16.88,5.24,336.13,341.37,36.95,85.94
19.00,1249.00,16.29,1.33,45.80,47.13,13.73,72.27
