ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
10776.00,882.00,0.85,701965.81,18391.15,720356.96,1697.48,15.75
9696.00,895.00,0.86,568310.93,14695.03,583005.96,1527.10,15.75
3734.00,900.00,0.87,84284.83,13254.23,97539.07,624.62,16.73
8273.00,902.00,0.95,413739.37,10462.40,424201.77,1302.62,15.75
6633.00,906.00,0.89,265962.73,11476.14,277438.87,1053.45,15.88
5445.00,912.00,0.89,179224.16,10562.44,189786.60,871.29,16.00
3555.00,926.00,0.99,76397.65,6986.39,83384.04,577.53,16.25
2263.00,947.00,1.04,30957.71,4981.85,35939.56,379.15,16.75
1279.00,978.00,1.05,9335.39,3417.84,12753.24,225.86,17.66
1150.00,988.00,0.91,7074.08,3940.93,11015.02,209.90,18.25
1170.00,990.00,0.81,7415.14,5370.89,12786.02,226.15,19.33
720.00,1009.00,0.84,1693.18,3915.59,5608.77,149.78,20.80
844.00,1009.00,1.08,2753.89,2373.42,5127.31,143.21,16.97
758.00,1011.00,0.92,1972.62,3003.09,4975.71,141.08,18.61
763.00,1016.00,1.03,2012.30,2323.50,4335.80,131.69,17.26
640.00,1040.00,1.09,1222.66,1723.52,2946.17,108.56,16.96
432.00,1065.00,0.99,519.29,1529.29,2048.59,90.52,20.95
455.00,1085.00,1.09,576.06,1135.43,1711.49,82.74,18.18
394.00,1099.00,1.03,431.95,1065.57,1497.53,77.40,19.64
371.00,1123.00,1.09,382.99,821.20,1204.20,69.40,18.71
364.00,1148.00,0.96,368.68,798.73,1167.41,68.33,18.77
345.00,1152.00,1.04,331.19,682.61,1013.80,63.68,18.46
294.00,1170.00,1.04,240.51,595.08,835.60,57.81,19.66
204.00,1244.00,1.07,115.80,345.20,461.00,42.94,21.05
199.00,1272.00,1.02,110.19,307.02,417.21,40.85,20.53
179.00,1331.00,0.99,89.16,231.84,320.99,35.83,20.02
174.00,1337.00,0.98,84.24,228.86,313.11,35.39,20.34
151.00,1371.00,0.96,63.45,202.39,265.83,32.61,21.60
155.00,1389.00,1.02,66.85,169.26,236.11,30.73,19.83
158.00,1397.00,0.96,69.46,181.13,250.59,31.66,20.04
102.00,1663.00,0.99,28.95,92.80,121.75,22.07,21.64
107.00,1663.00,0.96,31.86,97.87,129.73,22.78,21.29
79.00,1686.00,1.11,17.37,77.38,94.74,19.47,24.64
85.00,1876.00,1.04,20.10,78.69,98.79,19.88,23.39
87.00,2000.00,1.10,21.06,72.65,93.71,19.36,22.25
113.00,2029.00,1.07,35.53,76.01,111.54,21.12,18.69
61.00,2031.00,1.06,10.35,77.14,87.50,18.71,30.67
