ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
6296.00,902.00,1.82,239623.96,14355.96,253979.92,1007.93,16.01
3966.00,911.00,1.70,95083.73,11624.84,106708.57,653.33,16.47
2312.00,933.00,1.86,32312.90,4358.68,36671.58,383.00,16.57
2097.00,945.00,1.87,26581.98,2877.07,29459.05,343.27,16.37
1227.00,964.00,1.88,8408.07,1561.93,9970.01,199.70,16.28
1007.00,979.00,1.74,4801.16,748.78,5549.94,149.00,14.80
835.00,985.00,1.86,2662.16,718.62,3380.78,116.29,13.93
491.00,1025.00,1.70,670.82,339.42,1010.24,63.57,12.95
496.00,1035.00,1.75,684.55,208.29,892.84,59.76,12.05
428.00,1050.00,1.74,509.72,182.28,692.00,52.61,12.29
314.00,1108.00,1.83,274.35,106.41,380.76,39.03,12.43
281.00,1109.00,1.82,219.71,103.78,323.49,35.97,12.80
246.00,1141.00,1.73,168.39,86.83,255.22,31.95,12.99
213.00,1161.00,1.50,126.24,192.98,319.22,35.73,16.78
