ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
40.50,2001.00,1.46,4.72,16.59,21.31,9.23,22.80
56.00,1868.00,1.45,8.73,21.32,30.05,10.96,19.58
66.00,1758.00,1.51,12.12,21.90,34.02,11.67,17.68
96.00,1685.00,1.38,25.64,47.79,73.44,17.14,17.85
121.00,1586.00,1.45,40.74,49.34,90.08,18.98,15.69
135.00,1501.00,1.52,50.71,49.16,99.87,19.99,14.81
204.00,1376.00,1.66,115.80,53.64,169.44,26.03,12.76
313.00,1273.00,1.86,272.60,197.81,470.42,43.38,13.86
477.00,1198.00,1.78,633.11,308.14,941.26,61.36,12.86
530.00,1170.00,1.75,784.29,397.40,1181.69,68.75,12.97
652.00,1130.00,1.67,1283.92,648.09,1932.01,87.91,13.48
960.00,1070.00,1.86,4140.29,2451.49,6591.78,162.38,16.91
881.00,1068.00,1.73,3155.51,1885.70,5041.21,142.00,16.12
1291.00,1011.00,1.78,9551.77,5989.17,15540.94,249.33,19.31
1660.00,991.00,1.80,16608.57,9268.75,25877.32,321.73,19.38
