ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
5731.00,942.00,3.74,198546.22,18962.58,217508.79,932.76,16.28
4933.00,963.00,3.84,147103.51,9654.04,156757.55,791.85,16.05
3412.00,981.00,3.88,70375.07,5742.71,76117.78,551.79,16.17
2438.00,995.00,4.02,35930.90,3711.84,39642.74,398.21,16.33
1221.00,1003.00,3.66,8302.28,3704.52,12006.80,219.15,17.95
2095.00,1005.00,3.98,26531.28,2925.77,29457.05,343.26,16.38
1068.00,1009.00,3.86,5729.11,2809.47,8538.59,184.81,17.30
998.00,1022.00,3.93,4670.67,1969.73,6640.41,162.98,16.33
366.00,1044.00,3.85,372.74,1225.34,1598.08,79.95,21.84
371.00,1052.00,3.79,382.99,1058.60,1441.59,75.94,20.47
285.00,1068.00,4.11,226.01,639.35,865.36,58.83,20.64
280.00,1071.00,3.91,218.15,653.24,871.40,59.04,21.09
246.00,1080.00,3.76,168.39,587.61,756.00,54.99,22.35
177.00,1107.00,3.83,87.17,325.29,412.46,40.62,22.95
166.00,1109.00,3.94,76.68,295.18,371.86,38.57,23.23
141.00,1132.00,3.85,55.32,199.21,254.53,31.91,22.63
108.00,1142.00,5.00,32.46,127.74,160.19,25.31,23.44
128.00,1145.00,3.81,45.59,160.59,206.18,28.72,22.44
82.00,1210.00,3.92,18.71,51.23,69.94,16.73,20.40
73.00,1227.00,3.88,14.83,40.57,55.40,14.89,20.39
55.00,1282.00,3.91,8.42,19.08,27.50,10.49,19.07
51.00,1301.00,3.98,7.24,14.69,21.93,9.37,18.36
38.00,1364.00,3.99,4.23,7.56,11.80,6.87,18.08
