ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
2284.00,981.00,2.70,31534.95,6650.23,38185.18,390.82,17.11
994.00,991.00,2.60,4613.26,3728.58,8341.84,182.67,18.38
582.00,1016.00,2.60,966.38,1233.92,2200.29,93.81,16.12
497.00,1018.00,2.20,687.32,954.77,1642.09,81.05,16.31
434.00,1026.00,2.60,524.11,817.03,1341.15,73.24,16.88
236.00,1048.00,2.50,154.98,320.01,474.99,43.59,18.47
166.00,1060.00,2.10,76.68,200.49,277.17,33.30,20.06
143.00,1076.00,2.50,56.90,121.80,178.70,26.74,18.70
132.00,1088.00,2.50,48.48,83.37,131.86,22.97,17.40
90.00,1112.00,2.10,22.54,38.46,61.00,15.62,17.36
94.00,1118.00,2.50,24.59,34.95,59.53,15.43,16.42
70.00,1148.00,2.30,13.63,14.51,28.15,10.61,15.16
