ignition_delay_time,T5_K,P5_atm,systematic,random,combined,final_expanded,expanded_relative
9539.00,943.00,1.08,550055.48,166191.22,716246.70,1692.63,17.74
10062.00,945.00,1.00,612025.36,143177.54,755202.91,1738.05,17.27
5703.00,1022.00,1.13,196610.88,52902.97,249513.85,999.03,17.52
3484.00,1081.00,1.15,73376.52,26836.83,100213.34,633.13,18.17
3144.00,1108.00,1.05,59753.85,8933.27,68687.12,524.16,16.67
1593.00,1222.00,1.06,15257.42,2705.80,17963.22,268.05,16.83
1209.00,1316.00,0.99,8091.52,965.67,9057.19,190.34,15.74
1064.00,1373.00,0.88,5666.12,2076.82,7742.94,175.99,16.54
753.00,1534.00,0.94,1933.63,537.37,2471.00,99.42,13.20
842.00,1582.00,0.92,2733.30,575.48,3308.78,115.04,13.66
332.00,1944.00,1.11,306.71,508.94,815.64,57.12,17.20
381.00,1990.00,0.99,403.92,458.48,862.40,58.73,15.42
326.00,2246.00,1.00,295.72,573.66,869.38,58.97,18.09
